k,xzero,xt,ComponentA,ComponentB,Fatigue
2.9495606878,0.0511075957,0.660836096,0.3388963087,1.9499654584,1.3980922033
1.5613874516,0.8714317668,0.3595439755,0.6404560245,0.5613874516,0.8811049055
2.0686921302,0.7256312774,0.516602792,0.483397208,1.0686921302,0.4197406997
3.6850695566,0.5919249785,0.5508766534,0.1829649979,3.0108308129,34.7740636645
2.4495680588,0.0609407524,0.5917647618,0.4082352382,1.4495680588,0.6078523204
3.0669177361,0.6446345859,0.5779808378,0.2519205436,2.294298153,15.2974093281
0.7524242132,0.9879351591,0.0,1.0,0.0,0.9879351591
2.6239160108,0.1957416153,0.6188902404,0.3811097596,1.6239160108,0.5177036708
0.7603968631,0.8732098716,0.0,1.0,0.0,0.8732098716
0.1862277514,0.3063749722,0.0,1.0,0.0,0.3063749722
3.2188511977,0.6948210148,0.8045939716,0.4939241274,1.6289829286,26.0955110237
1.4636852605,0.7369518648,0.3167930108,0.6832069892,0.4636852605,0.4862629356
2.1396138199,0.3811485845,0.532625939,0.467374061,1.1396138199,0.1566868335
0.1686349243,0.5291933663,0.0,1.0,0.0,0.5291933663
1.7182420418,0.3748409425,0.4180098172,0.5819901828,0.7182420418,0.0431688747
1.8593916874,0.4133999785,0.4621897007,0.5378102993,0.8593916874,0.0487897221
1.3243756421,0.3320956042,0.2449272184,0.7550727816,0.3243756421,0.0871683858
0.724746008,0.5594974085,0.0,1.0,0.0,0.5594974085
3.9749210582,0.9103037568,0.4291350831,0.1231189253,3.4855330494,44.1173547609
3.7395766336,0.1548773113,0.842007613,0.3423967436,2.459157772,42.0369536045
0.674758245,0.8261192247,0.0,1.0,0.0,0.8261192247
0.276408271,0.6748463065,0.0,1.0,0.0,0.6748463065
0.4539914138,0.644901041,0.0,1.0,0.0,0.644901041
2.5823014222,0.0711978422,0.6127485384,0.3872514616,1.5823014222,0.5781171024
2.9248809351,0.8886012958,0.6580849548,0.3418717862,1.9249466655,2.094436342
0.2201794655,0.0194446031,0.0,1.0,0.0,0.0194446031
3.2909115146,0.3704333559,0.4821838824,0.1783167029,2.7040870239,33.5860799041
1.8445451757,0.0496980282,0.4578609333,0.5421390667,0.8445451757,0.4081629051
0.0397650815,0.8392162993,0.0,1.0,0.0,0.8392162993
3.2415814104,0.9266299321,0.4981076592,0.1896162553,2.626924882,31.5176400225
2.0484571891,0.1462417053,0.5118277281,0.4881722719,1.0484571891,0.3655905267
0.3525666127,0.78665815,0.0,1.0,0.0,0.78665815
3.3281175322,0.7439575352,0.8292691101,0.5287989523,1.568212468,34.928278058
3.8946207964,0.5460593085,0.1358749544,0.0361981588,3.7536426942,48.2470891124
1.1222085579,0.2454862563,0.1089001585,0.8910998252,0.1222087082,0.1365860979
0.7956681404,0.6775313652,0.0,1.0,0.0,0.6775313652
1.8715810475,0.7609268585,0.4656923881,0.5343076119,0.8715810475,0.5456737746
0.9228488652,0.8347890552,1.64549e-05,0.9999821691,1.64552e-05,0.8347726003
1.3142078873,0.9942785964,0.2390853763,0.7609146237,0.3142078873,1.2184117852
3.4183656915,0.5875091036,0.4473952817,0.1548621683,2.8889901685,39.5344084176
3.2444779791,0.2605473745,0.8110926463,0.5028766539,1.6129057493,30.8221304387
2.2860338126,0.7253818147,0.5625611509,0.4374388491,1.2860338126,0.3896038782
3.5945890969,0.3855716648,0.4120915188,0.1320899251,3.1197800923,42.4238703631
3.556406138,0.3987496367,0.3728370204,0.1189951872,3.1332109239,41.2264482954
3.7005643157,0.7169607783,0.8617354717,0.3691029513,2.3346751054,29.2360366003
1.4682759565,0.0361199905,0.3189291185,0.6810708815,0.4682759565,0.2828091279
2.8361328555,0.0564471908,0.6474072084,0.352592791,1.8361328564,0.701476825
0.7873335949,0.8532273833,0.0,1.0,0.0,0.8532273833
0.0138750736,0.3276330139,0.0,1.0,0.0,0.3276330139
3.4384563395,0.9196863451,0.4411212805,0.1511311124,2.9187986079,40.0619508161
3.0552564014,0.4804284555,0.5861842309,0.2588794825,2.2643132051,15.9739789085
3.4794064609,0.0889770412,0.395487493,0.1307645978,3.0244232746,38.3521212232
3.3526228722,0.4872362208,0.4643735163,0.1660995863,2.7957536002,36.9440890905
2.310366886,0.069832494,0.5671683116,0.4328316884,1.310366886,0.5254842325
0.2361606843,0.5832130879,0.0,1.0,0.0,0.5832130879
0.189298401,0.817540383,0.0,1.0,0.0,0.817540383
0.1649898478,0.2160560253,0.0,1.0,0.0,0.2160560253
0.8158627125,0.5731653414,2e-10,0.9999999998,2e-10,0.5731653412
0.3802248116,0.6184305985,0.0,1.0,0.0,0.6184305985
0.4801773764,0.2860229264,0.0,1.0,0.0,0.2860229264
1.205068414,0.1053642112,0.1701715949,0.8298284051,0.205068414,0.0648073837
3.3995414986,0.979765174,0.8420785115,0.5479212467,1.5368604824,39.08043945
3.7176630528,0.9991462456,0.2440302673,0.0706292634,3.4550872499,35.8818022692
2.6484841735,0.8468777681,0.6224255331,0.3775744669,1.6484841735,0.8679918986
2.9786962588,0.7056372419,0.6680204353,0.3395819431,1.9671847952,2.9544609839
3.4393648311,0.0882845834,0.4441589631,0.1523504959,2.9153758935,38.7054000071
3.5869673662,0.8727381178,0.871955734,0.4168733169,2.0916563828,41.9159106818
2.6639715253,0.88400336,0.6246206123,0.3753793877,1.6639715253,1.2082959228
0.7297195349,0.5638914446,0.0,1.0,0.0,0.5638914446
0.4344704722,0.9170699239,0.0,1.0,0.0,0.9170699239
0.7320576793,0.9488321276,0.0,1.0,0.0,0.9488321276
1.1391715455,0.0067118221,0.1221680673,0.8778320973,0.1391701985,0.1154562451
0.7813615381,0.8248948923,0.0,1.0,0.0,0.8248948923
3.5721155621,0.8668497936,0.8928343415,0.5073799231,1.7596958428,41.8668929567
1.5690880259,0.8814133374,0.3626871256,0.6373128744,0.5690880259,0.9160861696
3.2663782861,0.4898532147,0.489888844,0.1837393682,2.6662160035,32.6372016895
0.7934270626,0.3300700607,0.0,1.0,0.0,0.3300700607
0.0548921496,0.0483104156,0.0,1.0,0.0,0.0483104156
1.1543729513,0.044324183,0.133728819,0.8662711841,0.1543729279,0.089404636
2.1126827141,0.3360205098,0.5266681583,0.4733318417,1.1126827141,0.1907058525
3.8619747875,0.4244563018,0.910609244,0.3807880059,2.3913811092,43.7961084847
1.6499567468,0.6596952406,0.3939235062,0.6060764938,0.6499567468,0.3127966479
0.0850340665,0.2618705242,0.0,1.0,0.0,0.2618705242
3.3857512826,0.9274998717,0.4555939546,0.160238532,2.8432234672,38.4400630154
3.4188188193,0.2671876429,0.8452067212,0.5527081368,1.5292098396,38.7256257061
2.454066467,0.4839619266,0.5925130743,0.4074869257,1.454066467,0.1861102813
3.0618620928,0.1065914106,0.5814418438,0.2548431447,2.2815675284,15.4634313361
2.5017853567,0.1929955703,0.6002854532,0.3997145468,1.5017853567,0.4177454943
2.2568623654,0.8155314725,0.5569069628,0.4430930372,1.2568623654,0.713133047
3.1692716409,0.0961487988,0.5252292979,0.2096993866,2.5046773219,25.637286606
2.0688147735,0.0117724603,0.5166314487,0.4833685513,1.0688147735,0.5057147859
1.8830793497,0.3436584866,0.4689549327,0.5310450673,0.8830793497,0.1252964461
2.7109699202,0.5360724038,0.6311283307,0.3688716693,1.7109699202,0.4092847085
0.0126925334,0.8053297833,0.0,1.0,0.0,0.8053297833
0.9289612619,0.626153539,3.44703e-05,0.9999628923,3.44716e-05,0.6261190687
3.996250068,0.9198492675,0.1582552424,0.0413072224,3.8311760776,41.069049568
2.67466525,0.0666069198,0.6261214371,0.3738785629,1.67466525,0.5681820303
3.7458305021,0.215991321,0.6026442056,0.201476974,2.9911319073,35.1280636983
2.399869683,0.2633571125,0.5833107076,0.4166892924,1.399869683,0.3672621579
3.070210982,0.4562587485,0.5757964383,0.2500859236,2.3023944329,17.7151817929
1.2236926312,0.1246203576,0.1828013224,0.8171986776,0.2236926312,0.0581809647
2.652947981,0.679747929,0.6230608338,0.3769391662,1.652947981,0.2929029363
0.4481854427,0.6730334052,0.0,1.0,0.0,0.6730334052
0.1127873301,0.5345740152,0.0,1.0,0.0,0.5345740152
3.4357474959,0.8107382983,0.8476067229,0.5574258233,1.5205731193,40.2540829999
1.665505887,0.086072967,0.3995818281,0.6004181719,0.665505887,0.3135088611
3.3493507162,0.244592513,0.8332973199,0.5347319905,1.558345741,36.3581948815
3.0783163026,0.5580166787,0.5706305496,0.2457776425,2.321734979,18.4478574927
2.5856976399,0.9767704598,0.6132571788,0.3867428212,1.5856976399,1.5936430424
0.6330798918,0.99104569,0.0,1.0,0.0,0.99104569
2.3757321891,0.1450605898,0.5790771348,0.4209228652,1.3757321891,0.4827232748
3.5448790516,0.4893876387,0.5307585175,0.1833383881,2.8949666401,40.9005415009
1.408059137,0.6962489648,0.2898025561,0.7101974439,0.408059137,0.4064464088
3.1798178867,0.1510933018,0.7935627464,0.4790793276,1.6564328716,27.1081917506
2.3936191,0.8137480414,0.582222585,0.417777415,1.3936191,0.7019098721
2.023560085,0.7509149595,0.5058214444,0.4941785556,1.023560085,0.4998041389
3.9310404229,0.4581488774,0.0871428183,0.0226823662,3.8418751246,42.8880912044
2.2719855032,0.4021929891,0.5598563465,0.4401436535,1.2719855032,0.1667296631
1.3523717263,0.9459469116,0.2605583358,0.7394416642,0.3523717263,1.0682080578
0.9267832857,0.5644264407,2.81911e-05,0.9999695809,2.81919e-05,0.5643982497
3.4144872432,0.3372574727,0.4483571231,0.1554861908,2.8835816283,38.9968423596
0.4245739984,0.0332931842,0.0,1.0,0.0,0.0332931842
0.2993184727,0.2890804098,0.0,1.0,0.0,0.2890804098
1.2195297894,0.0007872766,0.1800118274,0.8199881734,0.219529785,0.1792245509
2.8355314388,0.3703296487,0.6473324234,0.352667576,1.8355314397,0.4489551089
1.2512763575,0.4157367623,0.2008160356,0.7991839644,0.2512763575,0.2149207267
2.3996899009,0.491510637,0.5832794897,0.4167205103,1.3996899009,0.1484433984
0.9753971058,0.4922059779,0.0019691058,0.9979771345,0.0019730972,0.4902368721
3.1683205086,0.8894015451,0.5256249457,0.210000312,2.5029722133,22.4924543559
0.2566517966,0.9395982077,0.0,1.0,0.0,0.9395982077
0.3671533163,0.4256744139,0.0,1.0,0.0,0.4256744139
0.3825437894,0.1632066423,0.0,1.0,0.0,0.1632066423
1.1557871399,0.0630453759,0.1347887734,0.865211228,0.1557871292,0.0717433975
1.4957999779,0.0397446777,0.3314614154,0.6685385846,0.4957999779,0.2917167378
2.1321282135,0.757345717,0.5309850535,0.4690149465,1.1321282135,0.5090885693
2.0639588198,0.6814727467,0.5154942093,0.4845057907,1.0639588198,0.3015104811
0.0519824206,0.1938323327,0.0,1.0,0.0,0.1938323327
1.6460702066,0.7616286622,0.3924924976,0.6075075024,0.6460702066,0.556431609
0.8520325251,0.7026511557,1.01e-08,0.9999999882,1.01e-08,0.7026511457
0.8125505889,0.9011780667,1e-10,0.9999999999,1e-10,0.9011780666
1.6810396283,0.1834789279,0.405130026,0.594869974,0.6810396283,0.2216510981
2.6701257902,0.7146738222,0.6254858091,0.3745141909,1.6701257902,0.4859199164
1.1377769056,0.4083109449,0.1210931012,0.8789068948,0.1377769385,0.2872178437
1.9233463325,0.2435948204,0.4800728381,0.5199271619,0.9233463325,0.2364780177
3.7054849302,0.558146729,0.7019849178,0.2539203744,2.7645868092,29.9918147871
3.0035496481,0.8121252331,0.6929987445,0.3611712642,1.9187538247,8.2460552962
2.2468179905,0.5094490491,0.5549261203,0.4450738797,1.2468179905,0.0631851464
3.548887628,0.7764038366,0.8869829863,0.4917949596,1.8035625803,40.4118939316
0.5216823964,0.7441545969,0.0,1.0,0.0,0.7441545969
3.9858035568,0.2990901905,0.1525806609,0.0398707017,3.8268867723,39.995226578
0.9187550321,0.3367898948,1.25691e-05,0.9999863192,1.25693e-05,0.3367773257
3.8218150642,0.8969983257,0.9297961646,0.4180642952,2.2240506429,43.6143770935
2.6218870069,0.6067540585,0.6185953104,0.3814046896,1.6218870069,0.0493219971
1.0692050878,0.7846838973,0.0647574307,0.9352402116,0.0692414953,0.7199264666
0.2176379926,0.0920469365,0.0,1.0,0.0,0.0920469365
3.2545410698,0.0001904825,0.8135083263,0.5062453425,1.6069448111,30.2145916303
2.5884896189,0.0560593245,0.6136743247,0.3863256753,1.5884896189,0.6951657278
2.7405856498,0.215697555,0.6351144873,0.3648855127,1.7405856498,0.795539796
0.2964338486,0.1262545985,0.0,1.0,0.0,0.1262545985
0.4180195574,0.5968149705,0.0,1.0,0.0,0.5968149705
3.1174323527,0.3610133172,0.5488613879,0.2280845796,2.4063941051,21.3854860989
0.2591730176,0.0044593437,0.0,1.0,0.0,0.0044593437
1.7273826584,0.0329639407,0.421089476,0.578910524,0.7273826584,0.3881255352
0.2234713616,0.2191913501,0.0,1.0,0.0,0.2191913501
2.5761193048,0.2573683739,0.6118192204,0.3881807796,1.5761193048,0.5138573457
3.4872181084,0.6752264328,0.4925182522,0.1702050448,2.893675994,39.9842506559
0.5240493532,0.768016029,0.0,1.0,0.0,0.768016029
1.4029107123,0.5007332431,0.2871962619,0.7128037381,0.4029107123,0.2135369812
2.0175592195,0.8114533184,0.5043515995,0.4956484005,1.0175592195,0.6984452786
0.1524352493,0.0137995064,0.0,1.0,0.0,0.0137995064
2.8826179817,0.4048934657,0.6530929484,0.346906678,1.8826185538,0.9666087356
3.9483400559,0.0956231664,0.9114986389,0.6383612524,1.4278727531,44.8011159102
2.6200592522,0.2530349875,0.6183292423,0.3816707577,1.6200592522,0.5690526309
2.4040061284,0.4521340816,0.5840276827,0.4159723173,1.4040061284,0.171259282
0.3780281477,0.6084920553,0.0,1.0,0.0,0.6084920553
3.7434979113,0.3351276732,0.65456314,0.7741288982,0.8455479979,42.585941879
0.4042135277,0.9117054986,0.0,1.0,0.0,0.9117054986
0.6210435557,0.0402731639,0.0,1.0,0.0,0.0402731639
2.5535377501,0.6415067505,0.6083864435,0.3916135565,1.5535377501,0.1236256646
1.8015787866,0.815698355,0.4449312972,0.5550687028,0.8015787866,0.7189505847
1.4056924029,0.4492428911,0.2886068119,0.7113931881,0.4056924029,0.1606360792
0.8169251028,0.0242519665,0.0,1.0,0.0,0.0242519665
2.4212009356,0.5594191976,0.5869818216,0.4130181784,1.4212009356,0.0619853532
2.0485673783,0.3375900427,0.5118539861,0.4881460139,1.0485673783,0.1745545868
1.6399713828,0.8862180938,0.3902332623,0.6097667377,0.6399713828,0.9457164116
1.717448969,0.4882145681,0.4177410694,0.5822589306,0.717448969,0.0704734987
1.1384640323,0.3939532412,0.1216235686,0.8783764277,0.1384640626,0.2723296726
0.3414323571,0.8271925652,0.0,1.0,0.0,0.8271925652
1.3817617941,0.6997441243,0.276286257,0.723713743,0.3817617941,0.4234578674
1.4403585431,0.8933541869,0.305728421,0.694271579,0.4403585431,0.9246295363
1.8877195199,0.9755387932,0.4702602853,0.5297397147,0.8877195199,1.3557063198
2.1516153758,0.7984828003,0.5352329179,0.4647670821,1.1516153758,0.6467592423
3.2274758281,0.3381870354,0.5029997411,0.1931600852,2.604056322,29.1703407253
0.8580568219,0.1235580252,1.44e-08,0.9999999832,1.44e-08,0.1235580107
2.8084401968,0.0607980672,0.6439304632,0.3560695368,1.8084401968,0.7592389612
3.2153724189,0.0151570962,0.8036700683,0.4926641039,1.6312738475,28.9707019794
1.9844739043,0.3424880101,0.4960881079,0.5039118921,0.9844739043,0.1536000978
3.5994020955,0.4414294568,0.5413827185,0.1844196918,2.9356014703,42.3197408685
1.883694981,0.6143384886,0.4691284894,0.5308715106,0.883694981,0.190871669
0.2150868973,0.7955987023,0.0,1.0,0.0,0.7955987023
0.7670711011,0.1646314746,0.0,1.0,0.0,0.1646314746
1.2625655255,0.945781636,0.2079619,0.7920381,0.2625655255,1.024258015
3.1893824731,0.761646529,0.7964096641,0.4828693445,1.6493274489,27.6017595491
3.3991342233,0.3499343204,0.4521815319,0.1579889513,2.8621085718,38.5257410295
0.8928093697,0.5672840071,9.065e-07,0.9999989846,9.065e-07,0.5672831005
2.2383848807,0.6025224954,0.5532493055,0.4467506945,1.2383848807,0.0927193758
0.8482606308,0.4104348708,6.9e-09,0.9999999918,6.9e-09,0.4104348638
0.3498496017,0.0531598292,0.0,1.0,0.0,0.0531598292
1.6975608345,0.4159509555,0.4109194913,0.5890805087,0.6975608345,0.0050314642
3.7308678005,0.9401980221,0.7360582567,0.7295893003,1.0088665726,37.1167876691
0.6770354534,0.5345426468,0.0,1.0,0.0,0.5345426468
1.2173260434,0.2051561381,0.1785273917,0.8214726083,0.2173260434,0.0266287463
2.8251553256,0.9742490787,0.6460371613,0.3539628397,1.825155324,2.0168204131
0.8587289352,0.3584269042,2.21e-08,0.9999999742,2.21e-08,0.358426882
0.6600764986,0.2472699351,0.0,1.0,0.0,0.2472699351
3.7976588953,0.1408020476,0.5733575999,0.185320151,3.0938761755,38.6222787484
0.2244003153,0.400383679,0.0,1.0,0.0,0.400383679
1.8779465249,0.936981177,0.4675034743,0.5324965257,0.8779465249,1.1827087406
0.0868670811,0.7473839795,0.0,1.0,0.0,0.7473839795
3.2587507818,0.6699361058,0.4923681662,0.1855021101,2.6542456354,30.4819597217
0.3939891738,0.1495847093,0.0,1.0,0.0,0.1495847093
3.8615517502,0.1933583436,0.4530285111,0.8642557665,0.5241833826,46.7763157034
1.8257167845,0.8506387244,0.4522699202,0.5477300798,0.8257167845,0.8389849361
3.4529560629,0.2696135996,0.8560179185,0.5457305128,1.5685725799,39.7731919261
1.0767944293,0.517382948,0.0713347409,0.9286638355,0.0768143845,0.4460482071
0.2475781431,0.4976148787,0.0,1.0,0.0,0.4976148787
0.3549499945,0.8772577142,0.0,1.0,0.0,0.8772577142
1.6405556407,0.9974049765,0.3904504211,0.6095495789,0.6405556407,1.3793629323
2.4854405317,0.4127826641,0.597656839,0.402343161,1.4854405317,0.2036963104
2.7650711031,0.2277118992,0.6383456473,0.3616543527,1.7650711031,0.8778614184
2.1480501985,0.749109316,0.5344615314,0.4655384686,1.1480501985,0.4806748783
3.988334022,0.7016003208,0.9598003905,0.4033147257,2.37978018,45.2099153219
2.3994747479,0.0151609845,0.5832421238,0.4167578762,1.3994747479,0.6030806141
2.7292034721,0.9583894587,0.6335927276,0.3664072724,1.7292034721,1.7324168773
1.6181702956,0.8151322541,0.3820180715,0.6179819285,0.6181702956,0.7094607818
3.5354730577,0.5022701935,0.5197104033,0.1790620466,2.9024040162,40.8726589592
2.6414513043,0.483053956,0.6214202403,0.3785797597,1.6414513043,0.3634837112
2.9072992908,0.153494283,0.6560401464,0.3439640196,1.9072929406,1.102193085
3.5604224004,0.8429314199,0.8085117738,0.6513832718,1.2412228081,41.2028393333
2.2376748116,0.3047958321,0.5531075406,0.4468924594,1.2376748116,0.2610755419
1.7929392753,0.3431439082,0.4422566264,0.5577433736,0.7929392753,0.0991127182
2.9338969352,0.0823132693,0.6590809694,0.3407628554,1.934133838,2.5414031923
1.5027064868,0.6952996594,0.3345340499,0.6654659501,0.5027064868,0.3931127981
3.9351019963,0.9862989185,0.522752655,0.1577186581,3.31446299,38.9431518649
1.5781863136,0.4969828815,0.3663612519,0.6336387481,0.5781863136,0.1306216296
1.859982488,0.9125924686,0.4623605295,0.5376394705,0.859982488,1.0782208597
0.6880189732,0.3134242033,0.0,1.0,0.0,0.3134242033
2.0952932259,0.7551840226,0.5227398306,0.4772601694,1.0952932259,0.5055289121
0.3006088249,0.7460040912,0.0,1.0,0.0,0.7460040912
3.2893633166,0.6640805891,0.4826585658,0.1786483657,2.7017239357,32.5351004967
1.6624186728,0.6602507765,0.3984668144,0.6015331856,0.6624186728,0.3128911127
3.6130770685,0.2796437509,0.6049603046,0.212661025,2.8447163957,39.7856358051
2.6843470828,0.3649568368,0.6274699325,0.3725300675,1.6843470828,0.2853141108
1.2354048026,0.0322866547,0.190548719,0.809451281,0.2354048026,0.1582620644
2.8952837337,0.1682391984,0.6546115308,0.3453902118,1.8952810717,1.3176039605
3.4337316509,0.8634953615,0.8477290326,0.5558325474,1.5251518402,40.3340234743
1.4061032674,0.9522256356,0.2888146815,0.7111853185,0.4061032674,1.1131074893
0.2202919693,0.1981920114,0.0,1.0,0.0,0.1981920114
3.1651448949,0.4345329152,0.5269547399,0.2110134376,2.49725679,26.1917265044
3.5439399101,0.3423596977,0.3661377044,0.1170035837,3.1292862403,40.9658835289
0.9104500194,0.5940849899,5.5643e-06,0.9999938884,5.5643e-06,0.5940794257
2.236158627,0.3599482663,0.5528045337,0.4471954663,1.236158627,0.208013338
3.1520801752,0.1918436888,0.7846751358,0.4674243222,1.6787212356,25.3238498822
3.5968864188,0.9040144889,0.8225531595,0.6459973476,1.2733073325,42.0716282265
2.0216955028,0.9189124597,0.5053656702,0.4946343298,1.0216955028,1.1230267662
3.2547359671,0.13488547,0.8135544081,0.5063098236,1.6068311737,31.5991584446
3.4295227347,0.0619290233,0.4446443589,0.1530878558,2.9045044528,39.8050879089
1.3562604096,0.6907317767,0.2626784702,0.7373215298,0.3562604096,0.4280533065
0.4373245146,0.2954285175,0.0,1.0,0.0,0.2954285175
0.1050604951,0.7326158806,0.0,1.0,0.0,0.7326158806
2.6887471775,0.8509568857,0.6280795724,0.3719204276,1.6887471775,0.8951370407
1.9717369001,0.307830075,0.4928329434,0.5071670566,0.9717369001,0.1850028684
3.4361318118,0.8684772709,0.8482441761,0.5560339447,1.5255258859,40.3946724119
1.0932291564,0.3147019655,0.0852817196,0.9147179695,0.0932328023,0.229420246
1.4579101497,0.4544427047,0.3140866738,0.6859133262,0.4579101497,0.1403560308
0.4070300672,0.9396558649,0.0,1.0,0.0,0.9396558649
2.2235958965,0.3445933018,0.5502779972,0.4497220028,1.2235958965,0.220307282
0.2686046847,0.7537044253,0.0,1.0,0.0,0.7537044253
2.465410002,0.7603566244,0.594387952,0.405612048,1.465410002,0.5164494021
1.889300043,0.8036779482,0.4707034472,0.5292965528,0.889300043,0.6781949933
2.7530255613,0.6959000311,0.6367632709,0.3632367291,1.7530255613,0.4434604023
0.4083372633,0.9855368853,0.0,1.0,0.0,0.9855368853
0.0339494631,0.2332123317,0.0,1.0,0.0,0.2332123317
2.8747325942,0.1340006682,0.652141533,0.3478584124,1.874732678,0.6952706859
2.4689151061,0.93242476,0.594963797,0.405036203,1.4689151061,1.2868276166
3.1064667364,0.0289784194,0.7673797513,0.4454706227,1.7226270648,21.0343464905
3.9108496654,0.3156684502,0.9066649642,0.6347841093,1.4283044439,48.2168391497
3.5239396156,0.0222345593,0.8802859719,0.4859167385,1.8115983709,39.9947524011
1.3602463992,0.9872703383,0.2648390758,0.7351609242,0.3602463992,1.2179193015
3.8338388806,0.052314452,0.4963571024,0.8471780709,0.5858946536,47.4387414544
3.6990546746,0.1519219148,0.7426329585,0.2781056648,2.6703266153,30.7856041753
0.5083657171,0.5831362223,0.0,1.0,0.0,0.5831362223
0.6844157185,0.3400751029,0.0,1.0,0.0,0.3400751029
3.1150976041,0.1943235121,0.7709728158,0.4499555871,1.7134420327,22.304884876
3.4649219852,0.7231388152,0.8637758977,0.5266160441,1.6402384762,38.8608835676
0.9119062878,0.1143875443,4.791e-06,0.9999947461,4.791e-06,0.1143827533
2.3544560022,0.2128691008,0.5752734394,0.4247265606,1.3544560022,0.375435563
0.0184474539,0.4144320608,0.0,1.0,0.0,0.4144320608
2.9364045121,0.9914338971,0.6593400564,0.3404378728,1.9367412064,3.5488646034
3.3457605661,0.656774198,0.4662553778,0.1673696745,2.7857817094,35.6699593487
1.2479129181,0.1280278112,0.1986620337,0.8013379663,0.2479129181,0.0706342225
1.3080034012,0.5044216379,0.2354759941,0.7645240059,0.3080034012,0.2689456438
2.441388387,0.5154182736,0.5903970031,0.4096029969,1.441388387,0.1469381374
3.158111405,0.8088652747,0.7866950352,0.4700500941,1.673640842,25.8000776586
1.688471177,0.5309660639,0.4077482556,0.5922517444,0.688471177,0.1232178084
2.3015746885,0.6995969168,0.5655148603,0.4344851397,1.3015746885,0.3247587107
1.0897444482,0.9368981571,0.0823515371,0.9176486726,0.0897419018,0.8903983099
2.0009244266,0.1185088208,0.5002309999,0.4997690001,1.0009244266,0.3817223
3.2937072069,0.6035890762,0.4813304807,0.177721223,2.7083455338,33.7279716408
0.5996128915,0.7175646508,0.0,1.0,0.0,0.7175646508
2.604115202,0.4629533569,0.6159924111,0.3840075889,1.604115202,0.3201602219
2.708041227,0.7957947724,0.6307294032,0.3692705968,1.708041227,0.8091776972
3.9044064667,0.8205445359,0.7365043464,0.2522786596,2.9194080367,47.9237801087
0.7791115795,0.8107159685,0.0,1.0,0.0,0.8107159685
2.0823568455,0.2543275434,0.5197749117,0.4802250883,1.0823568455,0.2671986995
0.3293370044,0.6339136189,0.0,1.0,0.0,0.6339136189
3.0758300479,0.770824092,0.752930261,0.4278147689,1.7599445267,18.3020137645
1.7092531781,0.8877847244,0.4149491645,0.5850508355,0.7092531781,0.9621720043
3.5879725595,0.3020864436,0.5813242746,0.2033862237,2.8582283699,41.195605392
3.6254089584,0.5513697437,0.6332518819,0.2255377415,2.8077424098,39.1896998814
3.8250635013,0.2651937082,0.5292858008,0.8341061575,0.6345544821,41.9294215993
1.2601993235,0.1587556919,0.2064747367,0.7935252633,0.2601993235,0.0477190447
0.6897380865,0.4347058253,0.0,1.0,0.0,0.4347058253
3.5372555396,0.2765705422,0.8207910541,0.6340083019,1.2946061615,39.3217322849
1.2986980591,0.9191890219,0.2299980792,0.7700019208,0.2986980591,0.9562510526
3.8543040579,0.3969117205,0.9625023339,0.5166903159,1.8628224768,52.8480399459
1.3475944054,0.930146335,0.2579369608,0.7420630392,0.3475944054,1.0129657462
2.0451226972,0.3867928404,0.5110317824,0.4889682176,1.0451226972,0.1242583164
3.9591146766,0.7614838919,0.0525926492,0.0134652549,3.9058041881,44.5621064916
2.1674024048,0.6922638887,0.5386182106,0.4613817894,1.1674024048,0.3075587884
3.919730439,0.2305948583,0.47986423,0.1428204413,3.3599128079,46.0624607817
3.2270484146,0.9127655442,0.5031506227,0.1932699294,2.6033569954,30.2315359353
3.2600632409,0.7827148435,0.8148039494,0.5080614337,1.6037508368,32.0712800863
0.1231036713,0.5700073039,0.0,1.0,0.0,0.5700073039
2.4538184849,0.9686238712,0.5924718938,0.4075281062,1.4538184849,1.4632972043
1.0367854118,0.4085660841,0.0361833702,0.9637892032,0.0375428259,0.3723827139
0.4327555017,0.9740777135,0.0,1.0,0.0,0.9740777135
1.6635674188,0.9832115222,0.3988821922,0.6011178078,0.6635674188,1.3271739477
1.9125190867,0.3777061612,0.4771294012,0.5228705988,0.9125190867,0.09942324
2.6876107745,0.9121447776,0.6279223132,0.3720776868,1.6876107745,1.3677566958
3.8447793609,0.3339921365,0.1538302703,0.0417535254,3.684246268,54.1058572026
0.7629321507,0.5229492619,0.0,1.0,0.0,0.5229492619
0.8659264919,0.2387828617,4.51e-08,0.999999948,4.51e-08,0.2387828167
2.8985133963,0.187315081,0.6549970732,0.3450061306,1.8985085049,1.6154608001
0.9658367896,0.460089486,0.0009397787,0.9990260311,0.0009406949,0.4591497072
2.1240631209,0.951285031,0.5292041982,0.4707958018,1.1240631209,1.2838077514
2.3686812239,0.6579935851,0.5778241538,0.4221758462,1.3686812239,0.2078788883
2.2508631082,0.4479216393,0.5557259807,0.4442740193,1.2508631082,0.1101717659
2.1831863384,0.5261461163,0.5419538944,0.4580461056,1.1831863384,0.0215909004
2.6011787933,0.4388204622,0.6155589141,0.3844410859,1.6011787933,0.3074360422
0.062697935,0.7716117216,0.0,1.0,0.0,0.7716117216
1.2160408087,0.1016261178,0.1776591765,0.8223408235,0.2160408087,0.0760330587
3.0884299222,0.383832981,0.5645503426,0.2407612247,2.3448557516,19.0691341582
